DATE,Category,Crime,City,State,Zip.Code,Agency,Place,add_num,street,street2,street_type
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BETHESDA,MD,20814,MCPD,Parking Lot - Residential,5100,KING CHARLES,,WAY
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BETHESDA,MD,20817,MCPD,Parking Lot - Commercial,10300,WESTLAKE,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Street - Residential,NA,SCHUBERT,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20877,MCPD,Parking Lot - Commercial,700,RUSSELL,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BETHESDA,MD,20814,MCPD,Parking Lot - Residential,1,POOKS HILL,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20878,MCPD,Street - Residential,900,WEST SIDE,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Street - Residential,12300,SANDY POINT,,CT
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20906,MCPD,Other/Unknown,1,LONG GREEN,,CT
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BETHESDA,MD,20814,MCPD,Street - Residential,NA,POOKS HILL,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Parking Lot - Residential,13700,COLGATE,,WAY
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20877,MCPD,Parking Lot - Commercial,500,FREDERICK,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20901,MCPD,Gas Station,100,UNIVERSITY,W,BLV
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20852,MCPD,Parking Lot - Residential,5700,LUXEMBURG,,ST
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BURTONSVILLE,MD,20866,MCPD,Auto Dealership,15200,BRIARCLIFF MANOR,,WAY
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20906,MCPD,Residence - Driveway,1900,LONGMEAD,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,CLARKSBURG,MD,20871,MCPD,Parking Lot - Commercial,14200,COMUS,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BURTONSVILLE,MD,20866,MCPD,Residence - Driveway,4200,CROSSWOOD,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BETHESDA,MD,20814,MCPD,Parking Lot - Residential,4900,BATTERY,,LA
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,OLNEY,MD,20832,MCPD,Parking Garage - Commercial,18100,PRINCE PHILIP,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BETHESDA,MD,20816,MCPD,Street - Residential,4900,SENTINEL,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20903,MCPD,Parking Garage - Residential,9700,MT PISGAH,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,MONTGOMERY VILLAGE,MD,20886,MCPD,Street - Residential,10100,APPLE RIDGE,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20878,MCPD,Parking Lot - Residential,700,QUINCE ORCHARD,,BLV
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,TAKOMA PARK,MD,20912,MCPD,Street - Residential,NA,BLAIR,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,TAKOMA PARK,MD,20912,TPPD,Street - Residential,7400,BUFFALO,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,MONTGOMERY VILLAGE,MD,20886,MCPD,Parking Lot - Residential,18700,NATHANS,,PL
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,TAKOMA PARK,MD,20912,MCPD,Street - Residential,8500,GARLAND,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Parking Lot - Residential,3300,SIR THOMAS,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Residence - Driveway,2000,FEATHERWOOD,,ST
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,CLARKSBURG,MD,20871,MCPD,Residence - Driveway,26300,HAINES,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GERMANTOWN,MD,20876,MCPD,Parking Lot - Residential,12000,AMBER RIDGE,,CIR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20901,MCPD,Street - Residential,300,LADSON,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20852,MCPD,Parking Lot - Residential,10800,ANTIGUA,,TER
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BETHESDA,MD,20817,MCPD,Parking Garage - Residential,6400,ROCK FOREST,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20902,MCPD,Residence - Driveway,11800,VALLEYWOOD,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,TPPD,Street - Residential,7500,ALFRED,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Parking Lot - Residential,8500,16TH,,ST
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,MONTGOMERY VILLAGE,MD,20886,MCPD,Other/Unknown,8500,TINDAL SPRINGS,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Parking Lot - Residential,3400,HAMPTON HOLLOW,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence - Apartment/Condo,18400,LOST KNIFE,,CIR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20877,MCPD,Parking Lot - Commercial,400,FREDERICK,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20852,MCPD,Parking Lot - Residential,5900,BARBADOS,,PL
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20879,MCPD,Parking Lot - Commercial,7600,RICKENBACKER,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20901,MCPD,Parking Garage - Residential,11200,LOCKWOOD,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GERMANTOWN,MD,20876,MCPD,Auto Repair,19500,FREDERICK,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,MONTGOMERY VILLAGE,MD,20886,MCPD,Street - Residential,9400,HICKORY VIEW,,PL
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,TAKOMA PARK,MD,20912,TPPD,Parking Lot - Residential,7500,MAPLE,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BURTONSVILLE,MD,20866,MCPD,Street - Residential,3900,DUNES,,WAY
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20877,MCPD,Parking Lot - Residential,1,O NEILL,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20901,MCPD,Parking Lot - Residential,300,UNIVERSITY,W,BLV
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,CHEVY CHASE,MD,20815,MCPD,Street - Residential,6600,HILLANDALE,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20878,MCPD,Parking Lot - Park & Ride,400,QUINCE ORCHARD,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BETHESDA,MD,20814,MCPD,Parking Lot - School,9100,ROCKVILLE,,PIK
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20878,MCPD,Parking Lot - Residential,9600,MARATHON,,TER
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20903,MCPD,Parking Lot - Residential,600,NORTHAMPTON,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20852,RCPD,Parking Lot - Residential,1600,JEFFERSON,,ST
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,TAKOMA PARK,MD,20912,TPPD,Street - Residential,7400,BALTIMORE,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Parking Lot - Residential,500,THAYER,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GERMANTOWN,MD,20876,MCPD,Residence - Driveway,19400,GARDNER,,PL
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,CHEVY CHASE,MD,20815,MCPD,Parking Lot - Residential,4700,CHEVY CHASE,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20902,MCPD,Parking Lot - Residential,2000,MC MAHON,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20903,MCPD,Parking Lot - Residential,1400,HAMPSHIRE WEST,,CT
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Parking Lot - Residential,13400,GUILFORD RUN,,LA
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,POTOMAC,MD,20854,MCPD,Street - Residential,7700,HEATHERTON,,LA
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20877,MCPD,Street - Residential,8200,AMITY,,CIR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GERMANTOWN,MD,20874,MCPD,Parking Lot - Residential,12900,PINNACLE,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,,MD,20910,MCPD,Parking Lot - Residential,8000,BLAIR MILL,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Auto Repair,11100,NEW HAMPSHIRE,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20903,MCPD,Parking Lot - Residential,1700,HAMPSHIRE GREEN,,LA
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,CHEVY CHASE,MD,20910,MCPD,Street - Other,8300,GRUBB,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Parking Lot - Residential,11600,STEWART,,LA
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20852,MCPD,Parking Lot - Residential,10900,BREWER HOUSE,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20852,MCPD,Street - Residential,NA,EXECUTIVE,,BLV
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Parking Lot - Residential,13700,MODRAD,,WAY
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,POTOMAC,MD,20854,MCPD,Parking Lot - Commercial,9900,FALLS,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Parking Lot - Residential,13400,GUILFORD RUN,,LA
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20877,MCPD,Parking Lot - Other,8500,GROVEMONT,,CIR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20852,MCPD,Parking Lot - Commercial,800,ROCKVILLE,,PIK
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GERMANTOWN,MD,20876,MCPD,Residence - Driveway,19800,MAYCREST,,WAY
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GERMANTOWN,MD,20876,MCPD,Street - Residential,19500,GUNNERS BRANCH,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BETHESDA,MD,20814,MCPD,Parking Garage - Residential,8300,BROOK,,LA
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Parking Lot - Residential,12000,SWALLOW FALLS,,CT
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,MONTGOMERY VILLAGE,MD,20886,MCPD,Parking Lot - Residential,9600,BRASSIE,,WAY
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Other/Unknown,500,MARGARET,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Parking Garage - County,900,WAYNE,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20878,MCPD,Residence - Driveway,1,STONECUTTER,,CT
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Street - Residential,500,THAYER,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20903,MCPD,Parking Lot - Commercial,8700,CARROLL,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20905,MCPD,Residence - Driveway,15500,GOOD HOPE,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,MONTGOMERY VILLAGE,MD,20879,MCPD,Parking Lot - Residential,18500,BOYSENBERRY,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,KENSINGTON,MD,20895,MCPD,Residence - Driveway,4100,DENFELD,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20853,MCPD,Street - Residential,14400,GAINES,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BURTONSVILLE,MD,20866,MCPD,Residence - Driveway,4300,DUNWOOD,,TER
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20852,MCPD,Parking Lot - Residential,10400,ROCKVILLE,,PIK
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20902,MCPD,Street - Residential,400,LAMBERTON,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20878,MCPD,Parking Lot - Residential,9600,MARATHON,,TER
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20850,MCPD,Street - Residential,10300,PROCERA,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20902,MCPD,Street - Residential,10600,HAYES,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,TAKOMA PARK,MD,20912,TPPD,Street - Residential,7200,GARLAND,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,CLARKSBURG,MD,20871,MCPD,Street - Residential,23000,BIRCH MEAD,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20877,MCPD,Auto Repair,16800,OAKMONT,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Parking Lot - Commercial,13800,OUTLET,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20852,MCPD,Parking Lot - Residential,11800,GRAND PARK,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BETHESDA,MD,20814,MCPD,Parking Lot - Residential,5300,POOKS HILL,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20850,MCPD,Parking Lot - Commercial,700,GUDE,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20877,MCPD,Parking Lot - Other,600,FREDERICK,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20877,MCPD,Parking Garage - Residential,1,MELVIN,,ST
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Residence - Driveway,9000,FAIRVIEW,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20902,MCPD,Parking Lot - Commercial,10300,GEORGIA,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,KENSINGTON,MD,20895,MCPD,Street - Residential,10800,HOBSON,,ST
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20852,MCPD,Parking Lot - Residential,5200,CROSSFIELD,,CT
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20853,MCPD,Street - Residential,14000,OAKVALE,,ST
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20906,MCPD,Parking Lot - Residential,3300,WEEPING WILLOW,,CT
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20852,MCPD,Parking Lot - Residential,10100,GROSVENOR,,PL
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Residence - Driveway,700,DALE,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20901,MCPD,Parking Lot - Residential,11200,OAK LEAF,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20879,MCPD,Parking Lot - Commercial,7500,RICKENBACKER,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20901,MCPD,Parking Lot - Residential,500,UNIVERSITY,E,BLV
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Street - Residential,2300,BLUE VALLEY,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,KENSINGTON,MD,20895,MCPD,Street - Residential,9700,CARRIAGE,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BETHESDA,MD,20817,MCPD,Parking Lot - Residential,6400,ROCK FOREST,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SANDY SPRING,MD,20860,MCPD,Other/Unknown,1500,LAKE NORWOOD,,WAY
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Parking Lot - Other,1500,FOREST GLEN,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Residence - Driveway,700,RITCHIE,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20879,MCPD,Parking Lot - Residential,8200,STREAMSIDE,,PL
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20851,RCPD,Street - Residential,2000,ROCKLAND,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Street - Residential,3000,CASTLELEIGH,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GERMANTOWN,MD,20874,MCPD,Parking Lot - Residential,18600,MUSTARD SEED,,CT
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20877,MCPD,Parking Lot - Residential,1,SUMMIT,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Parking Lot - Residential,400,SILVER SPRING,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Parking Garage - Residential,8000,GEORGIA,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Street - Residential,3300,KILKENNY,,ST
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BURTONSVILLE,MD,20866,MCPD,Parking Lot - Residential,14200,ANGELTON,,TER
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20902,MCPD,Street - Residential,2300,DENNIS,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20850,MCPD,Hotel/Motel/Etc.,1,RESEARCH,,CT
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GERMANTOWN,MD,20876,MCPD,Parking Lot - Residential,20400,APPLE HARVEST,,CIR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20906,MCPD,Parking Lot - Residential,15700,BRADFORD,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,TAKOMA PARK,MD,20912,MCPD,Parking Lot - Residential,8200,GARLAND,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20853,MCPD,Other/Unknown,13300,PARKLAND,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20879,MCPD,Parking Lot - Other,7600,RICKENBACKER,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BETHESDA,MD,20817,MCPD,Parking Garage - Residential,6400,ROCK FOREST,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Street - Residential,9500,CLEMENT,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20879,MCPD,Parking Lot - Commercial,7500,LINDBERGH,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20851,MCPD,Street - Residential,400,1ST,,ST
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20879,MCPD,Street - Residential,7900,PEARLBUSH,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20851,MCPD,Street - Residential,5500,BESLEY,,CT
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20878,MCPD,Parking Lot - Park & Ride,400,QUINCE ORCHARD,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20852,MCPD,Parking Lot - Residential,10800,SYMPHONY PARK,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,KENSINGTON,MD,20895,MCPD,Street - Residential,10500,MEREDITH,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Convenience Store,2300,BROADBIRCH,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GERMANTOWN,MD,20874,MCPD,Parking Lot - Residential,19400,DOVER CLIFFS,,CIR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Parking Lot - Residential,11800,TECH,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BETHESDA,MD,20814,MCPD,Street - Residential,4600,HIGHLAND,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20852,MCPD,Other/Unknown,11900,BARGATE,,CT
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,TAKOMA PARK,MD,20912,TPPD,Parking Lot - Residential,7600,MAPLE,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20878,MCPD,Parking Lot - Residential,9800,MAHOGANY,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20851,MCPD,Street - Residential,1900,MC AULIFFE,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GERMANTOWN,MD,20874,MCPD,Parking Lot - Commercial,20100,CENTURY,,BLV
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Parking Garage - Metro,1100,BONIFANT,,ST
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20901,MCPD,Residence - Driveway,10500,DUNMOOR,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GERMANTOWN,MD,20874,MCPD,Parking Lot - Residential,12600,GREY EAGLE,,CT
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,TAKOMA PARK,MD,20912,MCPD,Parking Lot - Residential,8200,GARLAND,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20904,MCPD,Parking Lot - Residential,3400,GATESHEAD MANOR,,WAY
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Parking Lot - Residential,1900,LYTTONSVILLE,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Residence - Driveway,700,RITCHIE,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20902,MCPD,Residence - Driveway,12000,BERRY,,ST
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20850,RCPD,Auto Repair,100,CRABB,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20852,MCPD,Commercial - Office Building,12400,WASHINGTON,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20877,MCPD,Parking Lot - Commercial,8500,GROVEMONT,,CIR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,MD,20877,MCPD,Residence - Driveway,17600,SILVER DOLLAR,,CT
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20850,RCPD,Retail - Other,600,DOVER,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20910,MCPD,Parking Lot - Residential,8200,PINEY BRANCH,,RD
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20906,MCPD,Residence - Driveway,14300,ASTRODOME,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,DAMASCUS,MD,20872,MCPD,Other/Unknown,26100,MT VERNON,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20903,MCPD,Street - Residential,1400,STATESIDE,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,ROCKVILLE,MD,20852,MCPD,Parking Lot - Commercial,11800,COAKLEY,,CIR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,KENSINGTON,MD,20895,MCPD,Street - Residential,9900,BEXHILL,,DR
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BETHESDA,MD,20814,MCPD,Street - Residential,4500,MAPLE,,AVE
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,MD,20902,MCPD,Parking Lot - Residential,2200,GEORGIAN,,WAY
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,TAKOMA PARK,MD,20912,MCPD,Parking Lot - School,700,BAYFIELD,,ST
2021,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,BETHESDA,MD,20817,MCPD,Parking Lot - Residential,10200,ARIZONA,,CIR
